1	27	30.4
10	17	47.7
29	19	16.9
32	9	16.9
21	9	49.3
10	12	1
13	11	1
14	3	58.9
10	32	83.4
4	13	81.3
10	27	61.3
9	2	1
9	12	1
12	18	1
13	10	33.8
31	10	34.6
10	16	43.5
32	33	18.9
14	2	1
35	17	1
27	6	50.9
2	11	1
10	9	109.2
28	10	88.9
10	20	15.4
10	1	58.4
35	25	1
4	3	46.6
7	13	45.4
3	8	1
10	14	32.0
14	8	1
9	16	43.9
3	13	29.6
26	10	96.2
26	18	33.5
14	13	127.4
4	8	1
14	7	55.0
6	16	83.5
23	10	25.8
10	5	48.5
31	29	30.0
35	15	1
10	21	14.2
30	24	1
31	9	65.4
10	22	34.6
13	9	18.1
28	27	57.0
13	8	13.5
31	18	18.1
10	7	1
10	6	16.9
9	19	1
4	14	86.2
9	30	1
13	2	1
9	24	86.2
9	5	17.3
10	34	95.0
32	31	110.7
33	9	49.2
22	20	554.3
31	15	76.6
17	9	85.4
