16	24	71.2
46	9	292.9
83	63	13.1
59	76	64.3
76	73	31.5
9	8	35.0
68	17	63.9
42	56	1
69	18	82.7
25	18	48.6
31	21	1
7	9	52.6
2	48	90.0
15	26	1
55	57	106.3
54	34	41.6
44	62	1
35	30	1
84	72	1
61	34	63.0
68	59	130.1
85	76	33.1
16	61	239.0
42	27	255.0
16	43	102.4
74	4	79.3
12	79	1
57	47	67.8
61	46	33.8
40	41	1
33	29	92.8
81	54	61.9
63	40	117.8
52	18	48.5
2	18	66.7
20	70	61.6
23	76	12.3
33	64	45.0
4	79	32.4
22	18	30.8
10	3	1
78	18	15.8
81	18	56.5
18	58	60.9
67	20	70.4
38	76	1
85	18	81.2
11	1	1
65	27	83.9
14	80	1
13	19	1
37	3	1
66	61	15.8
76	53	15.0
87	4	84.3
77	62	15.4
34	9	249.0
39	5	1
53	82	69.7
45	85	33.5
49	9	1
18	55	108.1
73	40	142.3
86	16	97.8
2	28	37.0
50	55	35.7
77	47	576.2
75	51	108.1
32	33	15.8
71	60	51.9
5	4	91.2
36	74	1
6	48	63.9
6	18	95.1
18	20	30.0
