61	40	40.1
39	10	1
69	30	1
67	1	1
44	62	1
63	12	1
21	51	26.6
21	55	1
27	18	1
3	38	1
1	6	1
10	8	1
42	22	1
15	33	33.5
33	38	33.5
6	64	123.1
22	16	1
64	4	1
64	37	183.9
35	63	1
66	68	1
37	31	1
47	16	43.9
45	69	1
7	14	1
61	66	17.3
51	20	67.7
58	32	1
28	25	1
9	17	78.8
10	63	1
31	45	1
47	67	30.0
25	53	1
12	38	1
32	28	1
22	67	1
9	33	110.0
54	38	1
29	23	1
56	3	1
40	21	1
20	50	54.2
61	48	1
41	21	46.6
10	35	1
23	21	1
24	33	70.0
8	5	1
19	23	1
17	36	88.9
4	58	1
17	13	168.4
60	49	1
42	47	1
33	40	29.6
50	14	1
2	21	1
19	40	1
54	33	1
43	41	1
68	33	14.6
29	40	1
28	26	1
38	57	1
54	11	1
11	24	1
52	12	1
34	3	1
43	40	1
44	7	1
33	59	1
28	27	1
15	69	1
62	46	1
59	21	1
33	2	1
65	64	19.2
28	51	30.4
10	60	1
