29	13	1
26	60	1
32	25	1
31	65	1
53	67	1
30	32	1
34	18	1
40	11	1
13	11	1
32	23	1
32	66	1
29	32	1
51	32	1
10	32	1
17	12	1
48	30	1
44	27	1
22	7	1
61	57	1
63	31	1
25	54	1
57	34	1
3	2	1
50	33	1
66	20	1
32	37	1
56	4	1
32	43	1
32	7	1
49	28	1
32	64	1
21	9	1
1	52	1
38	56	94.2
32	24	1
35	5	1
37	42	1
28	14	1
32	40	1
59	8	1
40	60	188.3
36	46	1
11	52	1
32	58	1
32	26	1
32	3	1
17	39	12.7
32	38	1
19	47	1
55	9	1
8	32	1
6	42	1
32	44	1
17	16	1
49	32	1
41	59	1
13	1	1
9	32	1
32	61	1
64	45	87.4
32	17	1
58	6	58.9
15	62	1
