24	26	1
20	7	1
60	36	1
16	28	1
62	54	1
28	27	1
26	50	1
64	56	1
5	3	1
12	46	1
47	11	1
28	49	1
53	59	1
40	16	1
37	64	1
66	37	1
7	21	1
58	24	1
15	62	1
63	42	1
10	36	1
4	12	1
62	2	1
66	17	1
66	61	1
42	6	1
2	22	1
4	15	1
47	54	1
41	48	1
30	65	1
8	42	1
36	30	1
65	64	1
6	4	1
6	43	1
11	7	1
29	42	1
9	67	1
18	19	1
38	23	1
3	21	1
13	55	1
32	17	1
1	19	1
51	28	1
22	5	1
30	34	1
42	41	1
45	35	1
68	45	1
17	40	1
33	60	1
52	50	1
61	28	1
23	66	1
34	28	1
27	20	1
50	25	1
48	31	1
14	45	1
44	60	1
57	10	1
39	60	1
31	47	1
54	11	1
43	58	1
35	38	1
