36	44	1
51	7	111.6
37	54	42.6
20	35	1
18	40	1
51	1	66.5
54	22	36.5
21	48	1
24	16	1
51	36	61.6
56	19	14.6
23	34	1
55	36	46.2
34	20	27.8
16	38	1
13	17	1
36	12	31.2
34	41	11.9
34	33	48.5
36	13	89.3
54	41	114.4
33	10	1
54	20	73.5
30	20	73.4
41	24	20.0
42	36	1
21	15	1
9	20	73.5
4	48	1
29	34	62.4
38	45	140.5
36	32	1
54	46	67.8
48	46	39.6
21	50	1
48	41	75.4
45	14	84.3
54	26	68.9
27	34	1
14	28	14.6
23	54	48.9
40	11	1
6	5	91.6
49	43	1
26	52	162.9
35	42	1
47	6	190.8
54	25	75.8
2	9	50.0
54	18	86.2
54	53	231.4
46	41	114.8
39	8	1
36	28	43.2
54	33	53.8
36	56	14.6
14	32	32.8
53	39	31.6
22	47	33.9
31	43	1
34	46	13.5
12	3	95.1
36	51	61.2
