53	74	1
72	83	1
10	5	91.6
50	10	109.3
75	40	1
43	79	1
9	59	61.6
69	59	35.0
39	48	1
2	74	1
55	21	1
54	38	1
41	59	108.6
29	39	1
75	17	70.9
59	80	147.8
14	35	50.8
81	6	1
60	34	1
44	26	14.2
66	70	46.1
62	38	33.1
50	32	102.0
52	40	1
3	59	166.6
11	59	55.4
45	48	1
76	18	34.2
30	63	24.6
59	19	103.2
14	46	46.9
18	82	51.6
15	72	1
1	40	15.4
62	17	427.5
36	4	1
66	57	13.1
83	24	130.0
28	75	145.1
61	7	58.5
6	28	71.6
21	26	15.8
25	46	47.0
69	73	43.8
50	18	53.0
18	13	31.2
77	40	47.0
23	2	86.2
18	59	33.5
74	20	1
56	33	76.2
78	39	1
8	65	120.8
21	49	48.1
59	12	130.1
3	48	1
13	58	46.9
32	5	67.8
61	71	29.3
4	24	1
22	50	31.2
19	64	95.9
6	30	28.8
14	67	85.5
3	29	65.7
51	15	20.0
16	68	14.6
42	78	1
24	31	88.6
82	12	168.8
27	28	165.3
75	46	16.9
47	34	45.8
37	5	576.2
80	14	99.4
41	18	61.1
