20	49	34.6
13	51	64.6
42	48	60.0
48	51	84.2
13	43	50.8
44	15	30.0
24	31	85.1
38	41	49.6
50	10	127.7
52	32	31.9
5	13	1
30	13	48.5
21	12	1
4	23	50.0
5	12	1
12	41	15.4
5	52	15.0
54	43	14.6
37	1	115.8
23	5	30.4
43	19	1
48	3	50.4
23	14	55.1
16	34	18.5
2	52	16.9
20	11	116.7
52	13	84.0
35	52	28.1
22	52	19.2
31	45	1
9	41	1
20	6	27.4
2	43	61.2
45	20	1
16	12	31.1
47	31	17.3
41	17	1
50	38	106.7
37	18	1
19	47	16.2
33	23	219.1
20	46	13.9
47	36	47.7
33	5	131.8
13	26	14.2
32	15	14.6
20	9	1
42	51	44.2
53	52	77.8
22	13	46.6
50	37	67.0
19	12	42.7
22	47	75.4
39	33	69.0
33	14	62.7
43	33	16.2
9	25	1
5	20	42.4
20	32	70.0
32	9	1
5	51	32.7
52	11	272.2
9	7	1
54	19	27.0
51	24	46.1
43	39	61.3
13	8	17.3
45	11	1
52	36	1
29	51	30.8
41	40	119.2
23	50	234.5
13	29	156.2
28	8	41.2
27	51	33.1
4	20	13.1
38	20	93.2
23	52	62.7
