42	14	14.6
54	38	36.9
8	48	145.0
36	46	14.6
25	4	55.1
25	42	54.2
28	72	57.4
42	4	108.6
56	34	63.9
47	15	276.9
68	28	1
42	25	72.7
3	48	1
6	26	107.4
9	61	1
71	56	45.0
42	34	44.2
32	13	1
57	71	53.2
11	5	53.9
19	61	46.9
18	51	46.6
1	28	1
2	55	43.1
20	69	218.3
22	41	123.0
7	49	28.9
4	46	17.3
54	37	27.4
31	36	15.8
65	70	87.4
30	59	24.6
5	35	1
67	3	1
45	28	13.5
64	28	30.0
50	11	1
61	9	1
28	53	67.0
22	30	27.7
29	72	1
62	51	43.8
10	41	1
21	28	115.9
48	7	109.4
69	42	51.5
58	3	1
66	47	46.9
63	70	1
9	42	28.1
38	41	120.0
44	51	68.5
23	54	42.7
52	28	66.2
18	65	80.9
26	66	139.6
13	30	1
16	7	30.0
28	24	59.7
41	30	28.8
48	8	68.4
34	41	99.8
4	26	126.7
17	43	40.8
8	40	36.2
6	16	32.3
37	41	32.3
60	30	1
12	52	1
62	23	13.9
42	3	1
70	18	200.0
3	26	1
58	42	43.9
17	33	12.7
27	39	33.8
14	3	1
18	63	1
