99	5	1
100	51	1
142	131	16.9
76	131	90.8
52	19	1
119	143	1
63	104	31.2
5	117	44.7
105	98	1
149	93	30.0
113	126	33.5
35	134	105.3
80	63	105.8
109	54	115.5
124	6	142.0
31	48	123.7
99	28	1
113	36	31.6
13	52	17.7
70	140	1
13	82	42.8
54	89	71.6
137	141	116.2
75	22	1
73	13	16.2
147	18	1
2	48	35.0
85	21	1
101	7	1
33	28	1
29	56	1
34	57	1
81	115	108.5
90	136	60.1
54	80	70.8
62	81	1
35	117	66.5
65	48	1
114	48	17.7
75	110	1
67	42	1
40	140	1
95	41	235.2
97	122	1
131	46	1
51	113	202.3
98	105	1
113	134	89.2
133	94	1
60	131	118.4
31	2	15.8
25	6	150.0
110	59	99.6
100	101	1
87	136	1
53	35	79.3
121	50	1
127	55	1
10	119	35.8
30	146	63.5
93	88	35.4
41	38	71.6
113	13	55.8
11	83	1
17	113	1
16	47	13.9
105	61	1
93	37	63.8
86	143	1
71	102	1
84	146	1
15	133	85.1
106	5	1
13	116	77.0
111	31	63.9
48	92	128.1
72	90	1
93	11	18.1
128	8	278.8
56	69	74.3
64	49	1
129	69	35.8
31	114	49.2
23	103	1
138	120	28.5
109	63	65.7
22	59	52.8
115	13	89.3
101	125	1
96	135	1
27	12	15.0
123	118	1
34	128	149.3
36	39	47.0
113	24	13.1
41	130	21.9
135	17	1
128	135	46.1
130	101	1
45	77	1
85	108	1
20	132	1
142	18	1
82	19	1
30	145	1
68	78	1
9	47	34.6
74	111	1
41	131	66.6
26	102	1
91	148	1
41	58	89.7
44	43	1
4	125	1
37	112	1
24	118	1
144	1	1
120	32	15.8
139	31	114.8
14	104	1
5	107	1
35	33	111.6
3	66	1
137	10	188.2
115	79	104.9
42	89	106.3
148	47	64.2
8	135	356.0
149	24	29.3
89	17	1
