63	95	1
56	91	1
4	84	1
85	81	1
69	59	1
84	74	1
88	9	14.2
68	102	1
115	73	1
113	98	1
63	104	81.5
63	24	1
117	97	72.7
114	43	1
63	86	31.2
38	42	44.6
62	63	1
21	105	1
108	30	30.4
83	4	1
90	8	1
104	78	1
92	65	130.1
40	3	1
50	42	1
54	52	190.8
46	96	1
15	42	40.8
55	94	1
70	42	1
97	110	1
31	50	1
62	106	1
1	93	168.0
35	90	1
65	58	1
57	54	1
101	64	1
52	13	109.4
5	93	1
19	53	1
90	30	1
99	111	1
35	108	1
51	80	1
16	101	1
63	116	48.1
63	1	49.6
90	84	1
95	88	1
10	117	1
45	48	1
88	10	55.8
11	112	133.1
74	40	15.0
85	45	1
8	99	78.9
28	92	45.0
93	115	109.7
63	79	33.1
103	29	1
16	27	1
100	6	278.8
60	37	1
104	100	46.1
49	5	1
66	114	1
66	40	1
18	82	1
84	31	1
23	32	1
53	118	1
47	12	1
107	44	1
9	109	1
19	90	1
28	24	1
16	26	1
90	77	1
17	7	1
25	10	1
45	85	1
104	6	276.9
24	75	1
71	41	1
98	36	69.7
87	33	1
20	2	1
44	118	88.9
14	89	1
72	40	1
28	95	1
61	34	1
67	39	1
30	11	13.9
34	22	1
77	74	35.4
90	62	1
76	119	1
