8	167	1
53	142	1
23	139	1
118	26	1
176	131	1
53	147	1
172	108	1
46	187	1
21	175	1
153	74	1
38	27	1
152	87	1
182	167	1
16	117	1
54	157	1
53	24	1
10	85	1
160	106	1
79	43	1
65	139	1
59	158	1
174	93	1
36	74	1
88	151	1
30	139	1
82	59	1
119	40	1
80	10	1
86	51	1
49	78	1
10	161	1
66	140	1
159	90	1
113	104	1
57	70	1
183	165	1
176	126	1
109	93	1
1	90	1
15	139	1
82	20	1
65	39	1
88	109	1
145	55	1
83	24	1
51	94	1
53	81	1
162	8	1
103	186	1
101	89	1
168	54	1
148	84	1
36	72	1
65	177	1
41	132	1
78	17	1
53	42	1
172	110	1
128	110	1
97	25	1
37	72	1
12	139	1
33	173	1
79	60	1
67	178	1
99	100	1
33	139	1
23	137	1
69	61	1
56	50	1
125	48	1
115	181	1
171	104	1
92	64	1
75	62	1
18	139	1
97	32	1
53	27	1
30	149	1
170	68	1
28	98	1
96	13	1
59	77	1
154	102	1
143	19	1
76	180	1
10	22	1
146	139	1
73	156	1
166	181	1
1	91	1
78	50	1
163	151	1
169	134	1
180	63	1
53	13	1
8	140	1
177	134	1
5	77	1
4	108	1
118	29	1
122	77	1
14	45	1
115	60	1
173	31	1
6	68	1
127	161	1
155	58	1
18	3	1
105	138	1
53	90	1
2	81	1
150	102	1
16	116	1
35	87	1
185	117	1
123	84	1
132	42	1
80	139	1
95	158	1
130	112	1
12	96	1
132	44	1
53	22	1
159	25	1
15	96	1
71	34	1
183	114	1
21	139	1
92	139	1
53	45	1
182	120	1
59	164	1
3	133	1
121	16	1
10	184	1
141	22	1
127	31	1
141	133	1
9	11	1
111	155	1
53	25	1
146	169	1
52	48	1
145	139	1
3	129	1
53	50	1
148	100	1
163	127	1
179	81	1
39	45	1
107	124	1
46	139	1
143	7	1
55	135	1
19	144	1
136	106	1
53	133	1
19	142	1
6	70	1
39	47	1
169	147	1
52	63	1
166	60	1
173	120	1
