9	13	1
8	14	1
10	8	1
10	67	1
9	66	1
10	7	1
10	1	1
52	26	1
8	32	1
50	9	1
73	39	49.6
42	5	1
41	40	1
71	69	1
12	9	1
13	48	1
76	27	1
45	66	1
59	45	1
33	9	1
43	69	1
35	37	1
9	15	1
49	74	1
5	6	1
21	76	103.2
48	3	1
16	31	1
12	57	1
30	11	1
9	39	1
49	77	1
62	2	87.0
51	50	1
47	33	1
26	9	1
79	49	45.3
48	71	1
71	77	1
37	25	1
57	15	51.9
70	55	33.1
57	19	45.0
15	60	1
6	61	1
53	65	1
45	67	1
44	69	1
44	2	1
56	54	1
38	64	133.1
9	45	1
54	45	1
25	9	1
45	12	1
18	61	1
9	70	1
39	79	39.7
18	48	1
70	22	52.0
59	78	52.4
54	23	1
31	46	1
37	29	1
1	43	88.2
75	63	1
57	66	1
57	4	1
46	12	1
76	58	53.4
6	67	1
39	17	31.5
19	70	104.4
57	45	1
32	10	1
36	9	1
58	73	88.5
7	48	1
51	75	1
37	24	1
4	75	40.1
55	75	1
68	36	84.2
23	57	15.0
49	34	1
75	34	1
3	72	1
46	39	46.5
20	74	1
22	77	1
24	47	1
65	28	1
11	10	1
