33	65	163.6
21	5	69.7
68	37	1
70	36	13.1
29	53	63.9
52	66	1
7	65	1
59	62	31.2
73	9	113.5
59	46	41.6
50	22	1
31	65	178.8
4	21	1
64	70	82.0
63	65	35.4
53	30	20.0
41	53	47.8
57	60	604.0
27	10	166.1
11	67	99.6
3	56	1
69	27	154.4
51	32	1
14	24	65.1
72	56	136.2
56	39	1
15	7	1
43	27	65.5
12	43	78.8
53	15	123.7
40	38	1
1	34	1
14	53	39.2
43	42	81.3
54	18	1
5	16	120.2
59	61	29.2
45	70	1
28	60	83.9
26	59	19.2
23	59	107.6
47	38	1
17	9	550.7
55	2	1
48	6	1
35	8	1
57	59	32.3
70	73	31.6
20	43	47.3
30	4	15.0
66	38	1
43	33	13.9
10	19	1
13	66	1
25	10	1
58	35	1
71	70	92.7
49	63	1
26	44	35.8
