36	115	1
51	153	15.0
25	61	1
150	138	1
108	65	1
26	122	1
36	76	1
47	75	1
137	56	1
35	111	1
6	16	1
126	139	1
58	120	1
134	81	1
47	127	1
83	72	1
56	105	1
46	53	1
117	29	1
130	31	1
18	50	1
109	77	1
99	63	1
113	139	1
23	74	1
32	92	1
94	80	1
103	90	1
100	143	1
10	152	1
60	133	1
1	14	90.1
102	133	1
59	74	1
5	67	1
39	60	1
119	69	1
110	136	1
116	95	1
78	39	1
99	78	1
114	124	1
34	67	1
141	66	1
20	105	1
60	64	1
47	131	1
139	38	1
39	75	1
127	20	1
144	53	1
43	33	1
132	34	1
2	128	1
151	43	1
74	105	1
40	38	1
62	105	1
45	53	1
39	68	1
73	15	1
85	20	1
146	74	1
54	118	1
155	28	571.8
97	122	1
146	66	1
7	87	1
129	61	1
122	107	1
60	57	1
108	69	1
116	71	1
39	142	1
100	35	1
126	131	1
93	145	1
47	115	1
148	121	1
129	124	1
150	127	1
100	117	1
44	53	1
60	48	1
36	67	1
96	93	1
143	111	1
146	20	1
93	56	1
50	13	1
27	155	15.8
39	96	1
52	123	1
28	17	1
38	3	1
47	112	1
40	149	1
145	39	1
2	108	1
19	102	1
48	14	17.3
102	63	1
39	42	1
66	105	1
60	51	1
47	58	1
68	135	1
100	150	1
4	54	1
89	105	1
112	41	1
3	126	1
97	77	1
8	91	1
131	3	1
146	89	1
139	40	1
79	9	1
54	4	1
60	98	1
151	115	18.1
146	56	1
77	107	1
121	107	1
60	151	1
101	62	1
104	89	1
47	133	1
22	110	1
138	12	1
50	21	1
9	55	1
136	66	1
142	83	236.9
82	125	1
84	57	1
106	14	13.1
5	147	1
131	69	1
37	140	1
53	55	1
88	106	1
128	2	1
32	86	1
149	113	1
60	30	1
136	56	1
70	49	1
24	37	1
128	69	1
11	63	1
33	154	1
132	103	1
97	121	1
