95	87	1
117	60	1
1	120	1
40	37	1
45	19	1
23	74	1
9	20	1
25	37	1
42	37	1
18	100	1
99	89	1
48	2	1
29	106	1
123	74	1
73	122	1
119	37	1
3	37	1
4	14	1
33	110	1
37	88	1
30	104	1
45	22	1
24	57	1
97	76	1
92	112	1
32	80	1
5	13	1
32	81	1
112	1	1
122	37	1
86	103	1
96	37	1
25	23	1
86	50	1
118	27	1
97	53	1
120	37	1
26	95	1
9	17	1
28	54	1
70	85	1
69	121	1
96	12	1
68	108	1
102	71	1
27	42	1
97	21	1
93	69	1
94	90	1
39	56	1
7	66	1
3	91	1
75	88	1
38	113	1
6	61	1
31	51	1
121	48	1
36	25	1
39	77	1
47	40	1
94	93	1
71	96	1
46	64	1
98	123	1
42	38	1
39	79	1
35	84	1
18	109	1
34	16	1
35	83	1
11	62	1
122	72	1
116	105	1
90	99	1
87	119	1
89	75	1
119	92	1
70	101	1
10	63	1
46	65	1
97	78	1
97	49	1
34	15	1
120	55	1
55	44	1
2	3	1
39	58	1
72	95	1
91	118	1
28	41	1
39	82	1
74	47	1
111	26	1
70	107	1
43	67	1
44	36	1
8	114	1
102	37	1
12	111	1
115	59	1
113	73	1
31	52	1
