90	148	1
127	57	160.6
9	79	1
69	30	1
191	164	14.6
128	79	63.0
49	98	1
76	32	1
90	30	1
140	169	55.4
190	37	1
72	3	1
28	144	27.4
155	45	35.4
4	30	1
72	91	1
101	86	1
109	132	45.8
164	125	1
90	31	1
72	29	1
72	164	1
28	113	1
189	144	44.3
83	44	1
165	187	1
64	132	1
49	168	1
143	150	1
148	96	51.6
129	164	96.3
72	132	1
35	128	14.2
152	113	1
50	109	1
91	28	78.1
95	16	1
13	29	65.0
76	31	1
151	148	1
151	31	1
151	32	1
37	53	85.2
21	13	66.1
159	10	1
164	51	82.8
76	16	1
83	37	1
132	54	1
72	109	1
40	184	1
38	96	18.5
174	66	1
116	180	1
15	36	1
137	12	23.1
151	109	1
30	164	1
89	29	1
70	164	14.2
136	127	79.6
76	98	1
156	44	1
94	141	130.8
65	160	233.5
26	29	1
76	44	1
173	40	124.6
146	37	1
79	53	26.6
151	189	1
15	139	1
6	120	1
90	37	1
72	148	1
151	37	1
78	34	67.7
151	139	1
23	80	46.6
149	173	66.6
156	168	1
49	45	1
79	88	53.8
77	45	101.9
76	28	1
72	32	1
102	152	55.8
101	168	1
104	19	153.3
82	93	36.1
112	92	1
169	68	26.9
44	29	52.0
156	158	1
148	115	1
6	51	1
148	191	48.4
69	82	62.0
156	57	1
185	122	50.0
134	92	1
36	55	1
146	78	1
91	114	42.0
151	29	1
51	178	14.2
8	5	13.9
163	58	103.1
121	130	1
179	132	15.0
30	157	1
168	45	62.8
164	97	46.9
180	58	220.0
110	57	51.1
61	163	1
141	144	13.5
75	121	1
90	109	1
36	74	1
155	164	110.0
25	45	131.5
137	69	53.9
123	22	64.6
83	132	1
118	13	31.6
76	148	1
91	185	16.2
151	132	1
17	164	13.9
72	87	1
90	87	1
161	29	47.7
99	28	72.8
30	70	1
182	30	1
151	127	1
164	18	1
15	185	1
19	119	58.5
156	86	1
72	111	1
135	32	134.4
59	137	1
116	148	29.6
98	69	72.8
95	123	1
79	142	61.6
42	100	29.2
151	66	1
158	108	171.6
183	103	1
137	82	1
128	73	33.5
144	82	1
151	111	1
151	51	1
148	28	93.9
90	84	1
158	164	110.0
72	168	1
79	119	70.8
151	84	1
91	32	39.3
46	2	106.6
91	99	53.4
45	148	17.3
131	164	65.5
142	44	38.1
151	191	1
97	80	1
72	37	1
15	84	1
44	185	1
28	91	78.1
43	7	70.9
72	127	1
170	125	1
135	108	148.1
26	127	1
76	45	1
137	116	13.5
148	43	122.7
30	10	1
158	168	113.2
1	159	168.0
76	132	1
76	164	1
108	110	29.7
90	185	1
172	164	48.1
30	78	1
47	164	50.8
91	122	225.7
157	186	1
72	31	1
126	99	1
56	80	1
175	80	1
171	92	1
168	164	31.9
125	166	1
123	82	30.4
9	19	1
156	91	1
157	74	1
83	98	1
49	109	1
7	115	1
91	86	97.4
151	162	1
85	164	66.2
82	79	60.0
95	51	1
26	110	1
177	109	1
90	132	1
58	30	1
76	34	1
187	190	1
158	155	93.6
76	111	1
35	160	89.3
6	16	1
151	16	1
76	87	1
5	53	32.0
72	159	1
101	179	1
167	109	194.7
72	86	1
87	55	1
101	132	1
99	92	16.2
80	153	45.1
148	23	13.1
28	14	16.5
91	172	16.5
178	29	14.2
72	185	1
158	127	216.0
124	150	1
138	109	1
119	88	28.5
155	117	1
102	99	14.6
52	29	1
81	107	19.6
105	29	1
151	91	1
11	84	1
90	28	1
148	42	48.5
185	29	87.4
67	153	57.4
101	110	1
82	182	1
15	80	1
45	13	48.8
76	66	1
82	36	34.6
76	109	1
172	117	1
156	45	1
12	147	1
31	168	33.1
181	188	1
33	148	1
49	164	1
64	51	1
186	184	1
148	60	32.4
160	93	50.3
76	43	1
34	23	32.3
90	189	1
76	3	1
99	113	1
116	43	32.3
16	55	1
72	16	1
76	187	1
164	84	32.3
90	44	1
120	36	52.7
90	164	1
91	164	112.0
151	19	1
79	21	34.6
90	127	1
76	189	1
122	91	225.7
29	185	119.1
91	176	75.0
72	78	1
138	99	1
105	16	1
5	37	16.5
91	29	117.1
106	164	30.0
155	91	105.7
76	60	1
3	159	197.3
83	19	1
83	185	1
20	157	1
164	191	14.2
151	188	1
148	111	57.0
45	25	147.3
6	19	1
72	129	1
76	37	1
76	123	1
76	78	1
90	36	1
63	28	114.7
148	27	116.2
147	82	1
24	164	33.1
156	155	1
88	44	18.5
82	157	1
159	179	15.8
77	170	50.8
151	98	1
53	154	13.1
92	185	30.8
151	129	1
72	45	1
151	44	1
164	41	67.3
15	160	1
96	62	30.7
15	37	1
120	99	103.9
144	148	12.7
105	167	1
79	48	66.5
135	164	56.9
151	36	1
13	185	28.5
83	4	1
26	164	1
151	45	1
187	37	65.4
133	20	70.7
188	133	359.0
151	87	1
91	20	136.6
136	109	166.9
148	1	31.2
185	28	72.7
72	39	1
71	164	66.2
9	110	1
75	91	1
26	139	1
135	168	73.9
148	145	1
137	98	30.1
