69	39	30.8
67	5	1
31	42	1
55	71	15.8
20	55	1
34	39	293.7
49	35	1
5	48	1
66	57	48.1
34	17	1
30	20	1
21	26	1
27	57	1
56	1	1
18	11	1
63	36	1
1	54	1
58	19	1
50	65	1
21	20	1
65	16	32.3
26	27	1
22	43	1
29	25	1
65	39	138.0
22	39	1
11	33	1
52	10	1
57	58	15.8
16	34	45.8
16	56	1
3	49	1
70	59	1
39	33	96.2
25	27	1
49	4	1
34	7	1
60	59	1
61	30	1
3	51	1
3	17	1
24	45	1
62	34	1
12	17	1
13	70	1
43	54	1
17	33	1
38	65	1
21	7	1
47	25	1
59	63	1
41	18	1
53	26	1
64	25	1
14	17	1
39	44	1
6	40	1
21	27	1
7	26	1
28	10	1
57	15	68.9
15	59	1
10	11	1
11	8	1
46	27	1
29	27	1
20	27	1
37	22	1
68	33	38.5
21	61	1
23	33	1
2	26	1
3	9	1
32	7	1
