55	5	1
3	80	117.4
78	62	63.9
23	18	322.2
32	15	1
54	53	1
34	33	1
74	2	32.4
51	18	276.9
49	8	1
85	5	26.5
2	62	123.6
61	75	1
29	26	30.4
24	2	42.0
36	13	1
75	62	31.9
10	77	21.2
11	76	79.2
32	68	1
81	84	62.7
47	43	1
38	72	53.5
62	42	20.0
13	21	1
67	28	604.0
57	80	1
10	7	1
81	9	292.7
3	24	32.0
60	37	1
52	38	90.8
9	76	92.4
41	69	15.4
64	19	1
5	46	33.9
3	22	74.7
63	17	15.4
24	78	16.2
30	20	145.1
3	35	279.4
5	35	30.8
70	79	15.0
59	12	87.4
5	2	61.5
2	44	88.2
44	11	51.5
83	28	83.9
3	45	91.5
7	11	120.9
84	30	196.6
46	52	45.4
69	4	15.4
6	77	107.7
11	31	97.7
14	66	69.7
46	37	132.8
5	24	1
10	62	15.0
2	10	78.9
40	77	43.8
17	29	35.7
73	11	1
11	16	130.2
16	51	46.9
12	81	202.3
23	1	14.6
43	25	18.1
48	39	1
71	50	118.1
58	71	1
2	52	123.2
56	7	1
20	51	16.9
65	82	84.3
54	52	1
41	8	576.2
70	27	529.1
