44	14	57.4
58	32	1
2	17	1
23	18	1
12	54	1
13	51	44.2
42	2	1
9	42	1
10	17	1
20	46	1
16	42	1
7	5	1
14	42	1
25	26	79.7
45	39	1
54	49	127.1
14	17	1
50	24	26.6
13	42	1
41	17	1
34	60	1
35	51	1
34	36	1
63	49	33.4
54	61	62.4
60	42	1
31	42	1
4	17	1
56	2	33.9
7	54	1
2	15	1
2	57	1
54	42	1
64	55	34.3
50	42	1
55	11	1
35	4	13.9
13	30	118.6
12	4	1
1	42	1
56	4	32.3
49	31	34.7
27	50	15.0
22	17	1
60	6	263.1
25	24	15.0
64	42	1
40	42	1
21	62	1
24	4	78.2
13	47	120.5
2	25	73.9
21	46	1
43	51	98.8
26	42	1
28	52	50.8
64	5	1
36	6	167.1
54	52	30.4
54	10	51.9
8	3	1
44	25	64.2
48	36	34.6
63	58	14.2
4	42	1
42	60	1
59	51	114.9
24	59	41.2
60	29	172.6
2	44	64.3
56	17	1
37	51	1
48	51	77.6
51	2	33.5
54	19	1
24	13	40.8
9	11	1
10	42	1
13	60	91.6
51	42	1
3	13	30.8
41	42	1
50	5	1
53	10	19.2
1	17	1
37	43	1
42	36	1
33	8	1
13	17	1
51	58	45.3
30	18	1
57	56	1
47	18	1
31	17	1
51	36	17.7
38	28	1
14	24	31.9
52	10	37.7
