77	62	1
6	17	51.9
54	37	102.0
47	62	1
38	54	47.3
64	14	61.2
61	12	68.9
67	2	47.3
59	16	206.0
74	16	42.8
57	16	1
74	43	75.9
63	54	185.0
33	16	32.0
75	68	1
3	5	49.6
25	51	1
80	16	1
16	3	51.9
55	14	130.8
58	16	53.5
26	32	1
65	34	1
1	57	64.2
27	14	229.8
14	5	47.0
24	22	1
1	31	1
74	12	203.3
36	16	244.8
5	34	70.1
48	67	1
29	54	44.2
31	16	1
10	66	101.2
66	44	46.9
3	78	75.1
22	53	1
27	12	53.5
5	7	35.0
52	2	63.5
14	37	15.0
9	7	60.1
15	37	48.9
34	78	70.4
20	14	66.9
29	14	1
19	37	28.1
23	50	15.0
71	9	1
81	41	1
56	17	1
73	15	33.1
14	70	32.3
79	5	1
46	13	15.4
42	22	67.0
39	16	112.0
1	16	30.4
38	14	115.5
79	54	1
56	14	16.9
30	40	99.8
69	36	1
16	7	104.7
72	78	38.1
76	23	1
14	22	35.7
68	35	1
49	17	32.4
31	23	1
51	11	1
63	14	45.8
45	66	126.3
21	16	1
16	18	20.0
24	60	1
7	30	16.2
78	12	66.1
39	7	43.9
28	38	15.0
5	54	195.1
79	14	1
7	54	45.0
23	57	15.4
4	3	1
8	78	17.7
46	7	44.7
6	14	106.3
