51	17	1
18	21	28.1
9	20	1
9	28	1
6	45	1
30	46	27.3
40	37	13.1
5	43	1
6	61	1
60	30	14.6
35	56	1
30	35	1
5	8	1
58	60	1
12	4	53.9
7	15	201.7
2	52	1
26	7	1
32	55	1
23	58	17.3
29	9	1
19	51	1
26	11	1
25	39	31.2
10	15	1
11	54	1
41	17	80.9
1	17	168.0
7	22	122.0
33	8	1
1	22	153.0
8	59	1
13	52	36.9
23	46	13.9
34	26	1
50	10	1
31	25	99.7
57	38	45.0
23	30	123.9
20	55	1
14	17	29.2
21	1	86.2
7	17	197.3
52	40	47.8
38	7	16.5
36	44	1
59	31	107.8
5	26	1
7	16	28.8
47	42	1
49	5	1
4	27	1
48	45	1
19	17	50.1
24	5	1
3	5	1
10	1	1
43	20	1
28	53	1
