8	21	1
49	90	33.1
65	89	1
76	29	50.4
38	56	1
17	12	1
72	89	35.4
85	7	1
13	38	1
6	57	1
42	5	1
94	98	1
75	53	1
71	86	14.2
63	57	1
35	36	1
69	55	1
48	92	1
70	47	1
2	42	1
21	96	1
10	4	12.7
23	39	1
89	96	1
84	81	1
20	46	1
82	24	1
57	54	1
62	61	1
29	70	1
3	29	60.4
83	91	1
6	32	1
49	32	1
73	84	1
87	17	1
33	80	1
95	32	45.1
95	21	14.2
49	38	1
98	2	1
28	38	16.9
30	71	1
1	77	1
70	30	1
2	21	1
64	69	35.0
60	10	1
43	57	1
95	38	1
14	16	1
52	72	1
78	59	1
49	74	34.3
64	38	69.3
64	25	36.6
95	68	48.5
66	19	1
11	95	1
2	25	1
49	69	49.2
79	41	17.7
97	88	18.1
36	82	1
50	51	1
32	54	1
62	67	1
49	37	57.0
40	7	1
9	68	1
2	22	1
38	15	1
31	85	1
62	93	1
4	5	1
27	58	1
41	14	102.0
26	57	1
73	25	1
44	34	1
18	78	85.8
49	45	1
