27	42	1
27	13	1
45	27	1
28	30	1
42	28	1
8	19	133.1
10	35	1
27	20	1
48	17	14.6
37	27	1
17	27	1
12	46	178.3
34	41	119.1
41	27	1
6	23	1
47	48	1
11	43	1
20	31	1
42	39	1
27	16	1
44	34	70.8
9	26	1
27	25	1
5	23	1
7	40	1
39	30	1
27	21	1
22	28	1
27	1	1
31	28	1
21	15	1
19	12	84.3
47	15	1
24	29	1
18	5	1
46	27	1
13	27	1
16	12	1
35	32	1
3	30	1
26	4	1
14	33	1
36	24	30.0
9	6	1
25	22	1
1	24	12.7
27	47	1
43	45	1
33	27	1
27	15	1
38	24	16.5
24	8	1
27	3	1
27	2	1
